Wavelength (nm),[θ]
80.0,-3.212952939963562e-194
81.0,-1.958438160313163e-185
82.0,-4.688772403528603e-177
83.0,-4.632991640537987e-169
84.0,-1.9791561316377735e-161
85.0,-3.817944284878465e-154
86.0,-3.464706221165899e-147
87.0,-1.5369890005090612e-140
88.0,-3.4555920502519533e-134
89.0,-4.07352765333085e-128
90.0,-2.599548376838536e-122
91.0,-9.255059056077485e-117
92.0,-1.8911959936594963e-111
93.0,-2.2781861728532265e-106
94.0,-1.6592056812701272e-101
95.0,-7.482027552576666e-97
96.0,-2.1365970667337552e-92
97.0,-3.9468413572269506e-88
98.0,-4.8121295707949745e-84
99.0,-3.946858002704283e-80
100.0,-2.217260056206389e-76
101.0,-8.678463524648866e-73
102.0,-2.405201011089587e-69
103.0,-4.792898158748135e-66
104.0,-6.967804518222045e-63
105.0,-7.49263269703555e-60
106.0,-6.038091302700679e-57
107.0,-3.692255044969251e-54
108.0,-1.7335690885904425e-51
109.0,-6.320113171682764e-49
110.0,-1.8083405209326605e-46
111.0,-4.1022188697726323e-44
112.0,-7.449706282093278e-42
113.0,-1.093045799748174e-39
114.0,-1.3071441368561825e-37
115.0,-1.2847593757154613e-35
116.0,-1.046141983797707e-33
117.0,-7.11093179580444e-32
118.0,-4.064187891074055e-30
119.0,-1.9666752717401927e-28
120.0,-8.110859473030824e-27
121.0,-2.8688695343421417e-25
122.0,-8.755402994016808e-24
123.0,-2.3187733725303704e-22
124.0,-5.358488856132067e-21
125.0,-1.086196794873935e-19
126.0,-1.941054360652716e-18
127.0,-3.072672326085723e-17
128.0,-4.328533528797268e-16
129.0,-5.450327711619735e-15
130.0,-6.160159188575773e-14
131.0,-6.274827608797196e-13
132.0,-5.7827161195439175e-12
133.0,-4.8394051821265036e-11
134.0,-3.690842269882632e-10
135.0,-2.5740230310939532e-09
136.0,-1.6469203127579946e-08
137.0,-9.697690255607025e-08
138.0,-5.271172558841142e-07
139.0,-2.6524356625303678e-06
140.0,-1.239044721945473e-05
141.0,-5.387558819859844e-05
142.0,-0.0002186116149565912
143.0,-0.0008298522457332921
144.0,-0.002953954028927726
145.0,-0.009882617979058246
146.0,-0.031142833346304855
147.0,-0.0926358184396482
148.0,-0.26062575445369696
149.0,-0.6949022202526947
150.0,-1.7592093646951896
151.0,-4.236320261567597
152.0,-9.720739487542835
153.0,-21.290413983875993
154.0,-44.58129321960847
155.0,-89.3902431600971
156.0,-171.8931123406071
157.0,-317.46637297404027
158.0,-563.9323290208854
159.0,-964.8183665506954
160.0,-1591.9667254124076
161.0,-2536.6180642442523
162.0,-3908.0033053974453
163.0,-5828.593719671892
164.0,-8425.525636416298
165.0,-11818.319990321534
166.0,-16103.770792589814
167.0,-21339.62803548751
168.0,-27529.26438507624
169.0,-34609.72281438801
170.0,-42445.2937597866
171.0,-50828.070040566985
172.0,-59485.89384609399
173.0,-68096.9502956922
174.0,-76309.22293438256
175.0,-83762.33051331257
176.0,-90109.05334806406
177.0,-95034.15830852589
178.0,-98268.85269096182
179.0,-99600.15646290014
180.0,-98875.4549052565
181.0,-96003.268330478
182.0,-90951.70313255198
183.0,-83746.07119289362
184.0,-74466.8215858623
185.0,-63248.3374889366
186.0,-50278.47498654245
187.0,-35798.126172724864
188.0,-20099.71096724849
189.0,-3523.416249237623
190.0,13549.78546757426
191.0,30708.848376559028
192.0,47527.00743533576
193.0,63579.06352264425
194.0,78460.36202230763
195.0,91805.88336563011
196.0,103307.7525939701
197.0,112729.60106821508
198.0,119916.54303383469
199.0,124800.00049672784
200.0,127397.1451721028
201.0,127805.24947169921
202.0,126191.6846656834
203.0,122780.62814090711
204.0,117837.72063822868
205.0,111653.94816759946
206.0,104529.92982070183
207.0,96761.60214379581
208.0,88628.0393205633
209.0,80381.87253950295
210.0,72242.5035761851
211.0,64392.07145316535
212.0,56973.94304548193
213.0,50093.366137399884
214.0,43819.84678496664
215.0,38190.786366670414
216.0,33215.9282597973
217.0,28882.20879041469
218.0,25158.67096676661
219.0,22001.172556763708
220.0,19356.694119432846
221.0,17167.12155817634
222.0,15372.437650255857
223.0,13913.305732622772
224.0,12733.06573899651
225.0,11779.18867229235
226.0,11004.251685393303
227.0,10366.503950398397
228.0,9830.09525758193
229.0,9365.03655404365
230.0,8946.95595339276
231.0,8556.706392972459
232.0,8179.8730639178075
233.0,7806.220695809647
234.0,7429.1132059267475
235.0,7044.93139263614
236.0,6652.508385444681
237.0,6252.597479141281
238.0,5847.3827283347855
239.0,5440.039176659197
240.0,5034.3467419570325
241.0,4634.359474500729
242.0,4244.130058094417
243.0,3867.4879552545062
244.0,3507.8684436933045
245.0,3168.1889018844518
246.0,2850.7680381973596
247.0,2557.283291797053
248.0,2288.761341671288
249.0,2045.5965244684537
250.0,1827.5919662927265
251.0,1634.018363011463
252.0,1463.6855826259284
253.0,1315.0225957857165
254.0,1186.1616496824854
255.0,1075.0230687152323
256.0,979.3975744858367
257.0,897.0235499775621
258.0,825.6572109576607
259.0,763.1341756777379
260.0,707.4214274433326
261.0,656.6591312784043
262.0,609.1921857757663
263.0,563.5917568903184
264.0,518.6673470706965
265.0,473.4701984269597
266.0,427.28901263521993
267.0,379.6390951186573
268.0,330.2461006312393
269.0,279.02557704140384
270.0,226.0594802509368
271.0,171.5707728437811
272.0,115.89712961189956
273.0,59.46466191525347
274.0,2.7624469789289674
275.0,-53.68148572328432
276.0,-109.32219502914113
277.0,-163.61751296446246
278.0,-216.04511763050098
279.0,-266.1168538209379
280.0,-313.39026442087095
281.0,-357.47738472812927
282.0,-398.0509258831024
283.0,-434.8480324669623
284.0,-467.6718434596187
285.0,-496.3911160183013
286.0,-520.9381891672548
287.0,-541.305570938221
288.0,-557.5414293727533
289.0,-569.7442567529646
290.0,-578.056959117111
291.0,-582.660601121207
292.0,-583.7680110942247
293.0,-581.6174240227239
294.0,-576.4663123446469
295.0,-568.585526807833
296.0,-558.253843053713
297.0,-545.7529846437498
298.0,-531.3631704150457
299.0,-515.3592136427168
300.0,-498.00718267886725
301.0,-479.5616175966627
302.0,-460.26328486436927
303.0,-440.3374421038752
304.0,-419.9925773889022
305.0,-399.41958210599927
306.0,-378.79131290528375
307.0,-358.2624964621894
308.0,-337.9699304062632
309.0,-318.032934603165
310.0,-298.55400876733376
311.0,-279.6196549175651
312.0,-261.30132626793375
313.0,-243.6564675958849
314.0,-226.72961579455213
315.0,-210.55353306705757
316.0,-195.1503489485187
317.0,-180.53269095957816
318.0,-166.7047871357956
319.0,-153.66352688985467
320.0,-141.3994696135519
321.0,-129.89779309244582
322.0,-119.13917617779992
323.0,-109.10061223724236
324.0,-99.75615169417166
325.0,-91.0775734788653
326.0,-83.03498646846204
327.0,-75.59736300832049
328.0,-68.7330074055722
329.0,-62.409962889721776
330.0,-56.59636096779349
331.0,-51.26071738533679
332.0,-46.37217906108652
333.0,-41.90072641255282
334.0,-37.817335451079465
335.0,-34.09410391503847
336.0,-30.70434554421004
337.0,-27.6226563906264
338.0,-24.82495682309921
339.0,-22.28851262452455
340.0,-19.9919383115194
341.0,-17.915185532187607
342.0,-16.03951912574582
343.0,-14.347483162058557
344.0,-12.822859023502854
345.0,-11.450617348745535
346.0,-10.216865429926607
347.0,-9.108791442672164
348.0,-8.114606693034741
349.0,-7.223486887116213
350.0,-6.425513267654725
351.0,-5.7116143168248055
352.0,-5.073508595260224
353.0,-4.503649173050758
354.0,-3.9951700082478614
355.0,-3.541834541236599
356.0,-3.1379866981464484
357.0,-2.7785044322203563
358.0,-2.4587558777037404
359.0,-2.17455814533177
360.0,-1.9221387509213914
361.0,-1.6980996379935995
362.0,-1.499383730909026
363.0,-1.3232439359009691
364.0,-1.1672144929109962
365.0,-1.0290845706100655
366.0,-0.9068739898286056
367.0,-0.798810956286211
368.0,-0.7033116815322269
369.0,-0.6189617709616306
370.0,-0.5444992592895878
371.0,-0.47879917663201194
372.0,-0.4208595320718092
373.0,-0.36978860605424113
374.0,-0.32479344794766035
375.0,-0.28516948045793655
376.0,-0.250291118153885
377.0,-0.21960331302961136
378.0,-0.19261394570214177
379.0,-0.16888698644212324
380.0,-0.148036355701133
381.0,-0.12972041908437865
382.0,-0.11363705678756612
383.0,-0.0995192523463953
384.0,-0.08713115012014451
385.0,-0.07626453523731973
386.0,-0.06673569376755814
387.0,-0.05838261465042654
388.0,-0.05106249841266698
389.0,-0.04464954094799398
390.0,-0.0390329636268353
391.0,-0.03411526375838387
392.0,-0.029810661955776308
393.0,-0.02604372526982853
394.0,-0.022748147070458177
395.0,-0.019865666580830724
396.0,-0.01734511272034053
397.0,-0.015141558501502762
398.0,-0.013215573665003913
399.0,-0.011532564538355106
400.0,-0.01006219127810339
401.0,-0.008777853714023832
402.0,-0.00765623796620482
403.0,-0.006676916861824586
404.0,-0.005821997946480817
405.0,-0.0050758135732892895
406.0,-0.00442464816913962
407.0,-0.0038564983284095455
