Wavelength (nm),[θ]
80.0,8.455871583580188e-304
81.0,2.8925574789711505e-289
82.0,1.9968251510299448e-275
83.0,3.031216603584951e-262
84.0,1.0966033948267737e-249
85.0,1.0195261146903517e-237
86.0,2.614595711509528e-226
87.0,1.9766711053485994e-215
88.0,4.689339491931086e-205
89.0,3.7020246194297876e-195
90.0,1.0278071634159282e-185
91.0,1.0571039164277496e-176
92.0,4.229960366973955e-168
93.0,6.896426602961531e-160
94.0,4.7851626026002435e-152
95.0,1.4723245785383313e-144
96.0,2.0883226771292364e-137
97.0,1.4164439048928333e-130
98.0,4.75616213388248e-124
99.0,8.169577889539985e-118
100.0,7.404439174356623e-112
101.0,3.6465274192831225e-106
102.0,1.0033033353118568e-100
103.0,1.583389804537356e-95
104.0,1.4695641531832686e-90
105.0,8.213292189119715e-86
106.0,2.8270320971555128e-81
107.0,6.121959891819643e-77
108.0,8.511218562328482e-73
109.0,7.744448290248191e-69
110.0,4.6970867795019245e-65
111.0,1.932223761848215e-61
112.0,5.481001363503178e-58
113.0,1.0891085306762093e-54
114.0,1.538855252585677e-51
115.0,1.56832460061581e-48
116.0,1.1686608595760581e-45
117.0,6.4503115210528874e-43
118.0,2.669778605518447e-40
119.0,8.384677453303876e-38
120.0,2.0206581686687505e-35
121.0,3.7770311753344723e-33
122.0,5.53227854095011e-31
123.0,6.412057476640615e-29
124.0,5.9358752923238345e-27
125.0,4.428328918059367e-25
126.0,2.685129715501422e-23
127.0,1.3341386268066291e-21
128.0,5.474349201132307e-20
129.0,1.8689543922266094e-18
130.0,5.3468610904342346e-17
131.0,1.2906241225835148e-15
132.0,2.6457077678523458e-14
133.0,4.634957142620864e-13
134.0,6.981001045077691e-12
135.0,9.091919409733872e-11
136.0,1.0295650884792672e-09
137.0,1.0190808667952072e-08
138.0,8.861823058931979e-08
139.0,6.803174365559173e-07
140.0,4.632389349989472e-06
141.0,2.8103174111703728e-05
142.0,0.00015255996538127324
143.0,0.0007441663448048131
144.0,0.0032748400923590147
145.0,0.01305240840435012
146.0,0.04729468960859677
147.0,0.1563707270142554
148.0,0.4734671109879891
149.0,1.3175505512333348
150.0,3.381704538962939
151.0,8.03441649753525
152.0,17.734145881160604
153.0,36.50323452111876
154.0,70.33831941736531
155.0,127.3803453417134
156.0,217.65526904107378
157.0,352.21787991490595
158.0,541.522727442155
159.0,792.7256464329816
160.0,1105.3818660851052
161.0,1464.8262148283695
162.0,1832.7526467706614
163.0,2135.5165175046022
164.0,2252.52379144422
165.0,2009.2398901819743
166.0,1180.7824853288446
167.0,-488.46817687927705
168.0,-3247.0227322566557
169.0,-7283.504723191683
170.0,-12668.458645210638
171.0,-19304.786967627133
172.0,-26901.53429663397
173.0,-34981.627630314884
174.0,-42926.13858436784
175.0,-50048.08627455549
176.0,-55680.85741073979
177.0,-59262.57871311872
178.0,-60399.356581544016
179.0,-58896.5047785059
180.0,-54755.56703084718
181.0,-48143.364302158894
182.0,-39345.07185037175
183.0,-28715.139158247028
184.0,-16637.707199442015
185.0,-3503.182864884753
186.0,10298.431335917277
187.0,24372.16413485018
188.0,38308.563607392076
189.0,51678.41625770003
190.0,64038.0055445325
191.0,74947.48250901814
192.0,84000.70452542751
193.0,90861.37889089929
194.0,95298.38139316202
195.0,97213.05668204757
196.0,96652.96922938917
197.0,93809.37445623837
198.0,88998.83474388366
199.0,82632.16101490428
200.0,75175.67677858178
201.0,67110.44418231776
202.0,58894.631224288445
203.0,50932.93235798851
204.0,43555.286573685305
205.0,37005.46509133348
206.0,31438.72789055117
207.0,26926.840251462047
208.0,23468.326688759797
209.0,21001.844915777026
210.0,19420.85347211336
211.0,18588.177906619814
212.0,18349.528928323296
213.0,18545.40994176086
214.0,19021.133731915175
215.0,19634.84843606837
216.0,20263.574203487788
217.0,20807.30579455118
218.0,21191.271844064264
219.0,21366.478138475504
220.0,21308.707960090393
221.0,21016.205266074718
222.0,20506.31786875214
223.0,19811.417558543937
224.0,18974.433586804636
225.0,18044.330327512132
226.0,17071.82915017909
227.0,16105.622600665693
228.0,15189.262773008779
229.0,14358.833337352426
230.0,13641.443829853031
231.0,13054.521845681385
232.0,12605.828004811583
233.0,12294.082119375811
234.0,12110.067101907245
235.0,12038.068584283918
236.0,12057.510819689187
237.0,12144.660645669532
238.0,12274.288493696236
239.0,12421.196261162075
240.0,12561.544294401756
241.0,12673.932142584135
242.0,12740.208887626772
243.0,12746.007823222517
244.0,12681.016417976563
245.0,12539.005464951792
246.0,12317.650912580128
247.0,12018.188095407033
248.0,11644.941108628642
249.0,11204.77021267706
250.0,10706.477844249845
251.0,10160.209561649159
252.0,9576.88062249382
253.0,8967.652442075072
254.0,8343.476438366988
255.0,7714.71619713287
256.0,7090.852861605509
257.0,6480.2734387379705
258.0,5890.137487153093
259.0,5326.314482210217
260.0,4793.382028083872
261.0,4294.6739254007
262.0,3832.366778260216
263.0,3407.5941805902767
264.0,3020.5783921478846
265.0,2670.770636030532
266.0,2356.9925736201735
267.0,2077.5730122050263
268.0,1830.4753730416926
269.0,1613.4128172772266
270.0,1423.9491425887607
271.0,1259.5845951186739
272.0,1117.8265779735573
273.0,996.2458820759704
274.0,892.5195306257272
275.0,804.4616346669542
276.0,730.0438277879924
277.0,667.4069076156278
278.0,614.8652848072744
279.0,570.9057492424454
280.0,534.1819280868975
281.0,503.5056484386978
282.0,477.83624242059386
283.0,456.2686559711985
284.0,438.0210526111945
285.0,422.4224461168399
286.0,408.9007552541306
287.0,396.97155172807834
288.0,386.2276701125067
289.0,376.32976549714243
290.0,366.99783986577523
291.0,358.0037101801819
292.0,349.16435780468834
293.0,340.3360780882388
294.0,331.4093383931448
295.0,322.3042504466339
296.0,312.9665665564514
297.0,303.3641171375345
298.0,293.4836175433746
299.0,283.3277840414269
300.0,272.91271083835284
301.0,262.26547152500086
302.0,251.4219185878452
303.0,240.42466335103947
